from,to,weight,year,neighbor
FR,AL,12,2025,2
ME,AL,10,2025,1
GR,AL,2,2025,1
IT,AL,3,2025,2
SE,AL,3,2025,2
PL,AL,5,2025,2
PT,AL,4,2025,2
ES,AL,1,2025,2
CY,AL,4,2025,2
NL,AL,1,2025,2
FR,AM,10,2025,2
GE,AM,3,2025,1
MT,AM,12,2025,2
IL,AM,5,2025,2
GR,AM,3,2025,2
LT,AM,0,2025,2
LV,AM,4,2025,2
RS,AM,2,2025,2
DK,AM,1,2025,2
IE,AM,1,2025,2
ME,AM,1,2025,2
GE,DK,10,2025,2
GB,DK,10,2025,2
AT,DK,8,2025,2
IT,DK,7,2025,2
RS,DK,5,2025,2
AU,DK,4,2025,2
CZ,DK,1,2025,2
UA,DE,12,2025,2
IL,DE,10,2025,2
RS,DE,10,2025,2
LT,DE,5,2025,2
CZ,DE,12,2025,1
GR,DE,5,2025,2
IT,DE,8,2025,2
LV,DE,2,2025,2
FI,DE,1,2025,2
GE,DE,2,2025,2
LU,DE,4,2025,1
ES,DE,3,2025,2
AZ,DE,2,2025,2
BE,DE,1,2025,1
IT,EE,10,2025,2
HR,EE,5,2025,2
LT,EE,7,2025,2
AZ,EE,7,2025,2
MT,EE,3,2025,2
RS,EE,3,2025,2
AM,EE,2,2025,2
SM,EE,7,2025,2
SI,EE,7,2025,2
LV,EE,1,2025,1
BE,EE,10,2025,2
FI,EE,4,2025,2
NO,EE,4,2025,2
AT,EE,3,2025,2
IS,EE,3,2025,2
AU,EE,3,2025,2
GB,EE,3,2025,2
LU,EE,3,2025,2
CH,EE,5,2025,2
UA,EE,5,2025,2
PL,EE,3,2025,2
EE,FI,10,2025,2
SE,FI,6,2025,1
NO,FI,8,2025,1
AT,FI,12,2025,2
LV,FI,10,2025,2
MT,FI,6,2025,2
AU,FI,2,2025,2
AM,FI,10,2025,2
DK,FI,6,2025,2
GB,FI,5,2025,2
IE,FI,4,2025,2
IS,FI,1,2025,2
BE,FI,4,2025,2
CH,FI,3,2025,2
IT,FI,1,2025,2
AM,FR,12,2025,2
LU,FR,12,2025,1
GR,FR,12,2025,2
CY,FR,10,2025,2
AL,FR,12,2025,2
CH,FR,8,2025,1
RS,FR,12,2025,2
DE,FR,10,2025,1
ES,FR,8,2025,1
FI,FR,8,2025,2
IE,FR,8,2025,2
MT,FR,8,2025,2
ME,FR,6,2025,2
CZ,FR,8,2025,2
SE,FR,7,2025,2
EE,FR,6,2025,2
LV,FR,6,2025,2
AT,FR,6,2025,2
SM,FR,5,2025,2
IS,FR,4,2025,2
PL,FR,3,2025,2
SI,FR,3,2025,2
GB,FR,2,2025,2
NL,FR,2,2025,2
NO,FR,2,2025,2
CY,GR,12,2025,2
AU,GR,12,2025,2
IL,GR,12,2025,2
AL,GR,6,2025,1
DE,GR,6,2025,2
ME,GR,12,2025,2
RS,GR,6,2025,2
FR,GR,8,2025,2
MT,GR,10,2025,2
GE,GR,5,2025,2
HR,GR,4,2025,2
PL,GR,4,2025,2
FI,GR,3,2025,2
GB,GR,1,2025,2
IE,GR,3,2025,2
PT,GR,1,2025,2
IT,GB,12,2025,2
CZ,GB,10,2025,2
UA,GB,10,2025,2
NO,GB,7,2025,2
AT,GB,7,2025,2
LU,GB,6,2025,2
ES,GB,6,2025,2
EE,GB,5,2025,2
FI,GB,5,2025,2
IS,GB,5,2025,2
DK,GB,4,2025,2
CH,GB,4,2025,2
IE,GB,2,2025,1
PT,GB,2,2025,2
SM,GB,2,2025,2
PO,GB,1,2025,2
AZ,IL,12,2025,2
FR,IL,7,2025,2
IE,IL,7,2025,2
NL,IL,5,2025,2
DE,IL,3,2025,2
CY,IL,5,2025,2
LU,IL,1,2025,2
AL,IL,5,2025,2
FI,IL,2,2025,2
DK,IL,3,2025,2
GE,IL,1,2025,2
GR,IL,1,2025,2
HR,IL,6,2025,2
UA,IL,2,2025,2
SI,IT,12,2025,1
PT,IT,12,2025,2
CH,IT,12,2025,1
HR,IT,12,2025,2
LT,IT,10,2025,2
SM,IT,12,2025,1
UA,IT,8,2025,2
GE,IT,12,2025,2
MT,IT,4,2025,2
EE,IT,4,2025,2
AZ,IT,10,2025,2
FR,IT,6,2025,1
DK,IT,8,2025,2
PO,IT,8,2025,2
DE,IT,5,2025,2
BE,IT,5,2025,2
GR,IT,4,2025,2
ES,IT,4,2025,2
IL,IT,3,2025,2
CZ,IT,3,2025,2
CY,IT,3,2025,2
IS,IT,2,2025,2
LT,LV,12,2025,1
GB,LV,12,2025,2
UA,LV,6,2025,2
AU,LV,10,2025,2
DK,LV,12,2025,2
EE,LV,3,2025,1
GE,LV,8,2025,2
SM,LV,8,2025,2
BE,LV,7,2025,2
IL,LV,7,2025,2
HR,LV,7,2025,2
PT,LV,7,2025,2
NO,LV,6,2025,2
AT,LV,4,2025,2
LU,LV,2,2025,2
NL,LV,3,2025,2
AM,LV,1,2025,2
RS,LV,1,2025,2
LV,LT,7,2025,1
GB,LT,6,2025,2
PO,LT,6,2025,2
CZ,LT,5,2025,2
NL,LT,4,2025,2
ME,LT,3,2025,2
SM,LT,3,2025,2
ME,LU,4,2025,2
NL,LU,6,2025,2
IL,LU,2,2025,2
GB,LU,4,2025,2
LV,LU,3,2025,2
UA,LU,3,2025,2
AT,LU,1,2025,2
AU,MT,8,2025,2
AT,MT,10,2025,2
DE,MT,8,2025,2
GB,MT,7,2025,2
IL,MT,8,2025,2
FI,MT,7,2025,2
IE,MT,6,2025,2
AM,MT,5,2025,2
IT,MT,5,2025,2
LV,MT,5,2025,2
ME,MT,5,2025,2
ES,MT,5,2025,2
CZ,MT,2,2025,2
SM,MT,1,2025,2
SE,MT,1,2025,2
IS,NL,10,2025,2
GR,NL,8,2025,2
IE,NL,10,2025,2
NO,NL,5,2025,2
PO,NL,10,2025,2
SE,NL,8,2025,2
ES,NL,10,2025,2
LT,NL,8,2025,2
CY,NL,8,2025,2
BE,NL,3,2025,1
PT,NL,5,2025,2
GE,NL,7,2025,2
LU,NL,7,2025,2
CH,NL,6,2025,2
CZ,NL,7,2025,2
AM,NL,3,2025,2
EE,NL,1,2025,2
AT,NL,2,2025,2
AL,NL,3,2025,2
SI,NL,4,2025,2
AZ,NL,3,2025,2
FR,NL,3,2025,2
ME,NL,2,2025,2
IS,NO,6,2025,2
CZ,NO,6,2025,2
HR,NO,1,2025,2
PO,NO,2,2025,2
SE,NO,4,2025,1
SI,NO,2,2025,2
DE,NO,1,2025,2
GR,AT,10,2025,2
SI,AT,10,2025,1
FI,AT,12,2025,2
DE,AT,12,2025,1
RS,AT,8,2025,2
MT,AT,7,2025,2
IE,AT,12,2025,2
LV,AT,12,2025,2
AM,AT,8,2025,2
BE,AT,12,2025,2
HR,AT,10,2025,2
NL,AT,12,2025,2
IL,AT,6,2025,2
PO,AT,7,2025,2
AL,AT,7,2025,2
NO,AT,12,2025,2
PT,AT,6,2025,2
CH,AT,7,2025,1
CY,AT,7,2025,2
SE,AT,12,2025,2
IS,AT,8,2025,2
ME,AT,8,2025,2
ES,AT,7,2025,2
AU,AT,7,2025,2
LU,AT,10,2025,2
LT,AT,4,2025,2
DK,AT,5,2025,2
GB,AT,8,2025,2
EE,AT,7,2025,2
UA,AT,1,2025,2
FR,AT,4,2025,2
BE,PO,2,2025,2
DE,PO,2,2025,2
FR,PO,1,2025,2
AU,PO,5,2025,2
AZ,PO,4,2025,2
EE,PO,2,2025,2
IL,PO,1,2025,2
NL,PT,7,2025,2
AZ,PT,6,2025,2
LT,PT,6,2025,2
SM,PT,6,2025,2
CZ,PT,4,2025,2
UA,PT,4,2025,2
CH,PT,2,2025,2
AL,PT,1,2025,2
SI,PT,1,2025,2
IT,SM,6,2025,1
AL,SM,2,2025,2
CY,SM,1,2025,2
FI,SE,10,2025,1
IS,SE,12,2025,2
NO,SE,10,2025,1
EE,SE,8,2025,2
DK,SE,7,2025,1
NL,SE,8,2025,2
CH,SE,10,2025,2
AU,SE,6,2025,2
AM,SE,6,2025,2
HR,SE,3,2025,2
SI,SE,6,2025,2
BE,SE,6,2025,2
DE,SE,4,2025,2
AT,SE,5,2025,2
GR,SE,7,2025,2
IE,SE,5,2025,2
LU,SE,5,2025,2
AL,SE,4,2025,2
LT,SE,1,2025,2
MT,SE,1,2025,2
CY,SE,2,2025,2
EE,CH,12,2025,2
PO,CH,12,2025,2
ES,CH,12,2025,2
DK,CH,10,2025,2
NL,CH,10,2025,2
PT,CH,10,2025,2
SM,CH,10,2025,2
SE,CH,10,2025,2
AL,CH,8,2025,2
BE,CH,8,2025,2
HR,CH,8,2025,2
LV,CH,8,2025,2
LU,CH,8,2025,2
SI,CH,8,2025,2
AM,CH,7,2025,2
DE,CH,7,2025,1
IS,CH,7,2025,2
ME,CH,7,2025,2
RS,CH,7,2025,2
UA,CH,7,2025,2
FI,CH,6,2025,2
GR,CH,6,2025,2
CY,CH,6,2025,2
GE,CH,4,2025,2
IT,CH,4,2025,1
LT,CH,3,2025,2
NO,CH,3,2025,2
FR,CH,2,2025,1
MT,CH,2,2025,2
AZ,CH,1,2025,2
AU,CH,1,2025,2
AL,ES,10,2025,2
AZ,ES,5,2025,2
FR,ES,5,2025,1
MT,ES,5,2025,2
SE,ES,2,2025,2
PT,UA,8,2025,2
GE,UA,6,2025,2
IL,UA,4,2025,2
AZ,UA,8,2025,2
ES,UA,2,2025,2
LT,UA,2,2025,2
SE,UA,5,2025,2
IT,UA,2,2025,2
SM,UA,4,2025,2
SI,UA,5,2025,2
DK,UA,2,2025,2
AM,UA,4,2025,2
HR,UA,2,2025,2
RS,UA,4,2025,2
NO,UA,1,2025,2
CH,UA,1,2025,2
FR,AM,6,2024,2
GE,AM,6,2024,1
DE,AM,7,2024,2
CZ,AM,6,2024,2
AT,AM,7,2024,2
PT,AM,8,2024,2
AL,AM,8,2024,2
GR,AM,4,2024,2
LV,AM,7,2024,2
SM,AM,8,2024,2
IT,AM,3,2024,2
NO,AM,7,2024,2
SI,AM,7,2024,2
NL,AM,3,2024,2
IS,AM,5,2024,2
CH,AM,4,2024,2
DK,AM,3,2024,2
LU,AM,2,2024,2
IS,DE,10,2024,2
BE,DE,8,2024,1
FR,DE,8,2024,1
UA,DE,7,2024,2
IE,DE,6,2024,2
NO,DE,6,2024,2
GR,DE,5,2024,2
LU,DE,4,2024,1
NL,DE,5,2024,1
ES,DE,5,2024,2
CZ,DE,5,2024,1
EE,DE,4,2024,2
IS,DE,2,2024,2
IT,DE,4,2024,2
LV,DE,4,2024,2
PO,DE,4,2024,2
FI,DE,3,2024,2
GE,DE,2,2024,2
GB,DE,2,2024,2
PT,DE,2,2024,2
AM,DE,1,2024,2
LT,DE,1,2024,2
SM,DE,1,2024,2
IT,EE,2,2024,2
AT,EE,2,2024,2
AU,FI,3,2024,2
SM,FI,4,2024,2
AM,FR,12,2024,2
BE,FR,12,2024,1
IS,FR,12,2024,2
SI,FR,12,2024,2
LU,FR,10,2024,1
RS,FR,8,2024,2
DK,FR,10,2024,2
GR,FR,7,2024,2
NO,FR,10,2024,2
CY,FR,10,2024,2
DE,FR,10,2024,1
GE,FR,10,2024,2
LV,FR,10,2024,2
NL,FR,10,2024,2
LT,FR,7,2024,2
MT,FR,6,2024,2
EE,FR,7,2024,2
MD,FR,6,2024,2
CH,FR,5,2024,1
ES,FR,7,2024,1
UA,FR,6,2024,2
AT,FR,5,2024,2
SE,FR,5,2024,2
HR,FR,4,2024,2
PO,FR,3,2024,2
FI,FR,5,2024,2
CZ,FR,4,2024,2
IE,FR,3,2024,2
IT,FR,1,2024,1
IL,FR,1,2024,2
AZ,GE,7,2024,1
AM,GE,3,2024,1
IL,GE,2,2024,2
MT,GE,2,2024,2
NO,GE,1,2024,2
CY,GR,7,2024,2
CH,GR,12,2024,2
AM,GR,4,2024,2
AL,GR,7,2024,1
RS,GR,3,2024,2
FR,GR,4,2024,2
NO,GR,2,2024,2
SI,GR,2,2024,2
IS,GB,8,2024,2
SE,GB,8,2024,2
BE,GB,6,2024,2
AU,GB,4,2024,2
IE,GB,4,2024,1
PT,GB,4,2024,2
RS,GB,4,2024,2
LV,GB,3,2024,2
CH,GB,3,2024,2
ES,GB,2,2024,2
AU,IE,12,2024,2
UA,IE,10,2024,2
GB,IE,7,2024,1
ES,IE,10,2024,2
PT,IE,10,2024,2
AZ,IE,10,2024,2
IT,IE,10,2024,2
HR,IE,8,2024,2
CZ,IE,7,2024,2
FI,IE,6,2024,2
MT,IE,7,2024,2
DK,IE,7,2024,2
IS,IE,7,2024,2
CH,IE,10,2024,2
SM,IE,7,2024,2
RS,IE,2,2024,2
LT,IE,3,2024,2
PO,IE,1,2024,2
BE,IE,4,2024,2
AT,IE,3,2024,2
SI,IE,1,2024,2
DE,IL,8,2024,2
CY,IL,8,2024,2
BE,IL,5,2024,2
FR,IL,3,2024,2
MD,IL,3,2024,2
NO,IL,8,2024,2
EE,IL,5,2024,2
GE,IL,3,2024,2
LT,IL,2,2024,2
MT,IL,3,2024,2
LT,IL,4,2024,2
AL,IT,10,2024,2
MT,IT,8,2024,2
AM,IT,8,2024,2
MD,IT,10,2024,2
CH,IT,6,2024,1
IL,IT,6,2024,2
HR,IT,6,2024,2
SM,IT,10,2024,1
GR,IT,8,2024,2
AT,IT,10,2024,1
PO,IT,7,2024,2
BE,IT,7,2024,2
GE,IT,7,2024,2
RS,IT,6,2024,2
AZ,IT,6,2024,2
PT,IT,5,2024,2
NL,IT,6,2024,2
SE,IT,7,2024,2
AU,IT,7,2024,2
SI,IT,3,2024,1
CY,IT,3,2024,2
DE,IT,2,2024,2
GB,IT,5,2024,2
NO,IT,5,2024,2
ES,IT,1,2024,2
EE,IT,3,2024,2
UA,IT,2,2024,2
RS,HR,12,2024,1
IS,HR,10,2024,2
DK,HR,8,2024,2
FI,HR,10,2024,2
LT,HR,10,2024,2
MT,HR,10,2024,2
AT,HR,8,2024,2
SE,HR,10,2024,2
IE,HR,7,2024,2
AU,HR,8,2024,2
EE,HR,8,2024,2
PO,HR,8,2024,2
CH,HR,8,2024,2
SI,HR,6,2024,1
NL,HR,7,2024,2
CY,HR,12,2024,2
AZ,HR,4,2024,2
DE,HR,6,2024,2
IT,HR,8,2024,2
LU,HR,6,2024,2
AL,HR,3,2024,2
GB,HR,8,2024,2
MD,HR,8,2024,2
UA,HR,4,2024,2
AM,HR,6,2024,2
LV,HR,6,2024,2
CZ,HR,2,2024,2
FR,HR,2,2024,2
IL,HR,4,2024,2
GE,HR,1,2024,2
GE,LV,8,2024,2
DK,LV,4,2024,2
LU,LV,8,2024,2
GB,LV,3,2024,2
MT,LV,5,2024,2
EE,LV,1,2024,1
ES,LV,4,2024,2
PO,LV,2,2024,2
NL,LV,1,2024,2
UA,LT,5,2024,2
PT,LT,7,2024,2
RS,LT,7,2024,2
EE,LT,2,2024,2
MD,LT,5,2024,2
NL,LT,4,2024,2
DE,LT,1,2024,2
FR,LT,1,2024,2
IL,LU,12,2024,2
FR,LU,7,2024,1
AZ,LU,8,2024,2
IE,LU,8,2024,2
SE,LU,6,2024,2
HR,LU,5,2024,2
SI,LU,5,2024,2
AL,LU,4,2024,2
FI,LU,4,2024,2
GB,LU,4,2024,2
MT,LU,4,2024,2
CY,LU,4,2024,2
DE,LU,3,2024,1
GR,LU,3,2024,2
AU,LU,2,2024,2
MD,LU,2,2024,2
DK,LU,1,2024,2
UA,LU,1,2024,2
AL,NO,6,2024,2
FI,NO,2,2024,1
LT,NO,2,2024,2
AT,NO,1,2024,2
CZ,NO,1,2024,2
IL,AT,7,2024,2
ES,AT,6,2024,2
IT,AT,5,2024,1
SE,AT,1,2024,2
FR,PT,12,2024,2
GB,PT,12,2024,2
HR,PT,12,2024,2
AM,PT,10,2024,2
LU,PT,3,2024,2
CH,PT,7,2024,2
LT,PT,8,2024,2
NL,PT,8,2024,2
SI,PT,8,2024,2
GR,PT,6,2024,2
PO,PT,6,2024,2
AL,PT,5,2024,2
IE,PT,5,2024,2
SM,PT,5,2024,2
GE,PT,4,2024,2
IS,PT,4,2024,2
MD,PT,4,2024,2
SE,PT,4,2024,2
IL,PT,3,2024,2
ES,PT,3,2024,1
CZ,PT,3,2024,2
UA,PT,3,2024,2
BE,PT,2,2024,2
LV,PT,1,2024,2
MT,PT,1,2024,2
NO,SE,3,2024,1
DE,SE,12,2024,2
DK,SE,5,2024,1
CZ,SE,8,2024,2
IE,SE,10,2024,2
RS,SE,5,2024,2
MD,SE,1,2024,2
IS,SE,1,2024,2
ES,SE,8,2024,2
UA,SE,8,2024,2
EE,SE,6,2024,2
FI,SE,7,2024,1
PO,SE,5,2024,2
GB,SE,6,2024,2
IT,SE,6,2024,2
LT,SE,5,2024,2
AZ,SE,5,2024,2
AU,SE,5,2024,2
LV,SE,5,2024,2
HR,SE,2,2024,2
BE,SE,3,2024,2
PT,SE,3,2024,2
CY,SE,2,2024,2
GR,SE,1,2024,2
SM,SE,2,2024,2
LU,SE,1,2024,2
UA,CH,12,2024,2
AZ,CH,12,2024,2
FI,CH,12,2024,2
GR,CH,12,2024,2
LT,CH,12,2024,2
AT,CH,12,2024,1
PO,CH,12,2024,2
EE,CH,12,2024,2
GE,CH,12,2024,2
IT,CH,12,2024,1
NL,CH,12,2024,2
SE,CH,12,2024,2
IE,CH,12,2024,2
MT,CH,12,2024,2
NO,CH,12,2024,2
PT,CH,12,2024,2
ES,CH,12,2024,2
AU,CH,10,2024,2
DK,CH,12,2024,2
SM,CH,12,2024,2
CZ,CH,10,2024,2
BE,CH,10,2024,2
LV,CH,12,2024,2
RS,CH,10,2024,2
AL,CH,12,2024,2
AM,CH,7,2024,2
GB,CH,10,2024,2
LU,CH,12,2024,2
SI,CH,10,2024,2
DE,CH,5,2024,1
IS,CH,6,2024,2
MD,CH,7,2024,2
CY,CH,6,2024,2
FR,CH,5,2024,1
IL,CH,5,2024,2
HR,RS,3,2024,1
SI,RS,4,2024,2
AM,RS,5,2024,2
CY,RS,5,2024,2
AL,RS,1,2024,1
DK,RS,2,2024,2
IE,RS,1,2024,2
PT,RS,1,2024,2
HR,SI,10,2024,1
AZ,SI,3,2024,2
AL,SI,2,2024,2
IT,ES,7,2024,2
SM,ES,6,2024,2
FI,ES,1,2024,2
AT,ES,4,2024,2
CH,ES,1,2024,2
MD,UA,12,2024,1
CZ,UA,12,2024,2
EE,UA,10,2024,2
PO,UA,10,2024,2
FR,UA,10,2024,2
IL,UA,8,2024,2
LV,UA,8,2024,2
LT,UA,6,2024,2
GE,UA,5,2024,2
DK,UA,6,2024,2
PT,UA,6,2024,2
HR,UA,7,2024,2
FI,UA,8,2024,2
AT,UA,6,2024,2
DE,UA,4,2024,2
LU,UA,5,2024,2
NO,UA,4,2024,2
SE,UA,3,2024,2
IE,UA,2,2024,2
NL,UA,2,2024,2
AZ,UA,1,2024,2
CY,UA,1,2024,2
BE,UA,1,2024,2
IS,UA,3,2024,2
CH,UA,2,2024,2
AU,UA,1,2024,2
GR,UA,2,2024,2
RS,UA,1,2024,2
GR,CY,10,2024,2
AU,CY,6,2024,2
AZ,CY,2,2024,2
LU,CY,7,2024,2
SM,CY,3,2024,2
AM,CY,2,2024,2
SE,CY,2,2024,2
GB,CY,1,2024,2
HR,CY,1,2024,2
AZ,AL,8,2023,2
GR,AL,3,2023,1
RO,AL,5,2023,2
MD,AL,1,2023,2
GE,AM,10,2023,1
FR,AM,7,2023,2
AL,AM,10,2023,2
CZ,AM,8,2023,2
CY,AM,4,2023,2
IE,AM,6,2023,2
IT,AM,5,2023,2
CH,AM,5,2023,2
ES,AM,3,2023,2
MD,AM,2,2023,2
EE,AM,3,2023,2
GB,AM,3,2023,2
LV,AM,1,2023,2
AT,AM,1,2023,2
PO,AL,1,2023,2
IS,AU,12,2023,2
EE,AU,8,2023,2
GB,AU,10,2023,2
PT,AU,12,2023,2
DE,AU,8,2023,2
UA,AU,8,2023,2
CY,AU,8,2023,2
CZ,AU,7,2023,2
AZ,AU,5,2023,2
GR,AU,5,2023,2
MD,AU,5,2023,2
NO,AU,5,2023,2
SM,AU,5,2023,2
BE,AU,4,2023,2
IE,AU,4,2023,2
LT,AU,4,2023,2
PO,AU,4,2023,2
SI,AU,4,2023,2
AL,AU,3,2023,2
RO,AU,3,2023,2
DK,AU,2,2023,2
GE,AU,2,2023,2
CH,AU,2,2023,2
AU,BE,12,2023,2
NL,BE,4,2023,1
GB,BE,7,2023,2
IE,BE,10,2023,2
GE,BE,12,2023,2
GR,BE,12,2023,2
IS,BE,5,2023,2
DK,BE,3,2023,2
LT,BE,7,2023,2
PT,BE,6,2023,2
SM,BE,7,2023,2
SI,BE,5,2023,2
ES,BE,4,2023,2
EE,BE,6,2023,2
AL,BE,5,2023,2
FI,BE,5,2023,2
PO,BE,5,2023,2
IL,BE,3,2023,2
AT,BE,3,2023,2
IT,BE,2,2023,2
LV,BE,2,2023,2
RO,BE,2,2023,2
IS,DE,2,2023,2
CZ,DE,1,2023,1
LV,EE,12,2023,1
DE,EE,10,2023,2
LT,EE,5,2023,2
SM,EE,10,2023,2
CH,EE,10,2023,2
SI,EE,10,2023,2
AL,EE,8,2023,2
AU,EE,8,2023,2
PO,EE,8,2023,2
PT,EE,8,2023,2
RO,EE,8,2023,2
MD,EE,7,2023,2
ES,EE,7,2023,2
GB,EE,6,2023,2
IT,EE,6,2023,2
GE,EE,5,2023,2
IL,EE,5,2023,2
UA,EE,5,2023,2
HR,EE,3,2023,2
SE,EE,2,2023,2
CZ,EE,2,2023,2
AZ,EE,1,2023,2
NO,FI,12,2023,1
SE,FI,12,2023,1
EE,FI,10,2023,2
IS,FI,10,2023,2
NL,FI,10,2023,2
DK,FI,8,2023,2
IE,FI,8,2023,2
IL,FI,8,2023,2
AT,FI,8,2023,2
RS,FI,7,2023,2
AU,FI,5,2023,2
BE,FI,5,2023,2
HR,FI,7,2023,2
MT,FI,8,2023,2
LT,FI,3,2023,2
CZ,FI,5,2023,2
AM,FI,8,2023,2
FR,FI,8,2023,2
ES,FI,1,2023,2
AZ,FI,3,2023,2
CY,FI,3,2023,2
GE,FI,1,2023,2
AM,FR,7,2023,2
SE,FR,10,2023,2
FI,FR,7,2023,2
LT,FR,6,2023,2
DK,FR,6,2023,2
IE,FR,5,2023,2
RS,FR,4,2023,2
ES,FR,5,2023,1
BE,FR,1,2023,1
NL,FR,3,2023,2
UA,GB,4,2023,2
FI,GB,4,2023,2
SE,GB,4,2023,2
IE,GB,2,2023,1
DK,GB,1,2023,2
AM,IL,12,2023,2
AZ,IL,12,2023,2
FR,IL,12,2023,2
CY,IL,7,2023,2
IT,IL,12,2023,2
PO,IL,12,2023,2
RS,IL,10,2023,2
BE,IL,10,2023,2
GR,IL,8,2023,2
ES,IL,8,2023,2
GE,IL,7,2023,2
LT,IL,10,2023,2
MT,IL,7,2023,2
HR,IL,8,2023,2
AL,IL,6,2023,2
LV,IL,5,2023,2
RO,IL,4,2023,2
IE,IL,7,2023,2
NL,IL,2,2023,2
GB,IL,4,2023,2
NO,IL,3,2023,2
SE,IL,5,2023,2
EE,IL,4,2023,2
CH,IL,1,2023,2
UA,IL,1,2023,2
MT,IT,10,2023,2
HR,IT,12,2023,2
AT,IT,12,2023,1
SI,IT,12,2023,1
RO,IT,12,2023,2
SM,IT,12,2023,1
CH,IT,8,2023,1
ES,IT,10,2023,2
MD,IT,10,2023,2
AL,IT,2,2023,2
BE,IT,7,2023,2
DE,IT,4,2023,2
GE,IT,8,2023,2
NO,IT,6,2023,2
SE,IT,7,2023,2
CY,IT,5,2023,2
AZ,IT,6,2023,2
FR,IT,2,2023,1
EE,IT,5,2023,2
FI,IT,6,2023,2
PO,IT,6,2023,2
CZ,IT,4,2023,2
RS,IT,2,2023,2
LV,IT,3,2023,2
GB,IT,2,2023,2
UA,IT,2,2023,2
AU,IT,1,2023,2
RS,HR,8,2023,1
PT,HR,3,2023,2
GB,LT,8,2023,2
LV,LT,7,2023,1
UA,LT,10,2023,2
IE,LT,1,2023,2
AU,LT,10,2023,2
GE,LT,6,2023,2
SM,LT,8,2023,2
SI,LT,8,2023,2
AT,LT,7,2023,2
EE,LT,1,2023,2
DK,LT,4,2023,2
MT,LT,4,2023,2
PO,LT,3,2023,2
IT,LT,3,2023,2
DE,LT,1,2023,2
DK,NO,10,2023,1
IL,NO,10,2023,2
SE,NO,8,2023,1
IS,NO,4,2023,2
DE,NO,6,2023,2
ES,NO,2,2023,2
MT,NO,2,2023,2
AM,NO,4,2023,2
CH,NO,4,2023,2
PT,NO,1,2023,2
SM,NO,1,2023,2
AU,AT,6,2023,2
BE,AT,12,2023,2
FR,AT,10,2023,2
CY,AT,10,2023,2
RS,AT,6,2023,2
IS,AT,8,2023,2
LT,AT,8,2023,2
DK,AT,7,2023,2
GR,AT,7,2023,2
CH,AT,7,2023,1
IL,AT,6,2023,2
SM,AT,6,2023,2
NL,AT,1,2023,2
FI,AT,2,2023,2
SI,AT,3,2023,1
AM,AT,2,2023,2
DE,AT,2,2023,1
MT,AT,1,2023,2
UA,PO,6,2023,2
AM,PO,1,2023,2
BE,PO,2,2023,2
IL,PO,2,2023,2
RO,PO,1,2023,2
FR,PT,5,2023,2
GR,PT,10,2023,2
ES,PT,6,2023,1
MD,PT,8,2023,2
NL,PT,5,2023,2
FI,PT,3,2023,2
MT,PT,3,2023,2
AU,PT,2,2023,2
HR,PO,1,2023,2
AL,SE,12,2023,2
EE,SE,12,2023,2
MT,SE,12,2023,2
AZ,SE,10,2023,2
DK,SE,12,2023,1
MD,SE,12,2023,2
NL,SE,12,2023,2
NO,SE,10,2023,1
CY,SE,12,2023,2
